"","tweet","existence","existence.confidence","binary"
"3195","geological society of america rejects global warming theory member speaks out via","N",1,1
"3196","european forests and carbon sequestration services an economic assessment of climate change impacts","Y",1,0
"3197","up still snowing out there dear al gore bite me oh wait your this is now caused by climate change right ass","N",1,1
"3198","global warming al gore you need step up your theory brother season produced the most snow i seen in life it is","N",1,1
"3199","d c snowstorm how global warming makes blizzards worse s scarcely any powder in while","Y",1,0
"3200","just because it also gets colder t mean it s not global warming first off secondly i approve of","Y",1,0
"3201","it s the denial about alternative energy it s the pretending about clean coal unwillingness to listen re climate change","Y",1,0
"3202","about global warming","Y",0.658,0
"3203","about global warming","Y",0.696,0
"3204","ok said the teacher i meant to say that the majority of scientists agree is there man made global warming i","Y",0.719,0
"3205","good question another blizzard where s global warming","N",1,1
"3206","about global warming","Y",0.6541,0
"3207","major garrett gets pummeled by global warming outside the white house","N",0.6435,1
"3208","funny how lefties still arguing global warming proven by warm weather cold weather severe storms lack of severe storms","N",0.6856,1
"3209","our leaders r morons senator blizzards make it more difficult to argue global warming is an imminent danger","N",0.6243,1
"3210","it s called climate change cold gets colder warm gets warmer weather gets weirder no need to gore s book at all","Y",0.6658,0
"3211","al anyone","Y",0.6557,0
"3212","flakes global warming deniers use massive snowstorm as ammo","Y",0.7113,0
"3213","how cranky are puncturing the consensus on climate change by matt","N",0.3645,1
"3214","flakes global warming deniers use massive snowstorm as ammo","Y",0.687,0
"3215","re global warming virginia is the ass here writers as you suggest","N",0.6706,1
"3216","snow t mean global warming is fraud sean fox news climate conservative weather","Y",1,0
"3217","nice article about global warming i m still skeptical","N",1,1
"3218","un accelerated migration and climate change a recipe for social disaster via","Y",1,0
"3219","snow buried d c and buried chances of passing global warming legislation this year","N",0.6653,1
"3220","dismisses global climate change as bunch of snake oil science but then again she probably believes jesus rode a dinosaur","Y",1,0
"3221","snow t mean global warming s a fraud sean celebrity news","Y",1,0
"3222","editorial senate offers hope for climate change legislation","Y",1,0
"3223","understanding climate change s an for that","Y",0.6418,0
"3224","hey your frozen margarita may become endangered fox and report on global climate change","N",0.6457,1
"3225","snow storm fuels conservatives global warming mockery even some democrats concede massive snowfall in washington","N",0.6591,1
"3226","look it s snowing so much for global warming eh jim if you live anywhere between and bo politics","N",1,1
"3227","wingers already claiming that the blizzard proves climate change t exist","Y",0.6961,0
"3228","dear d c snowstorm how global warming makes blizzards worse","Y",1,0
"3229","on radio talking global warming big snowdrifts in must listen","Y",0.4738,0
"3230","snow storm fuels conservatives global warming mockery","N",0.6831,1
"3231","where s that global warming","N",1,1
"3232","snow and ice cancel global warming hearing via","N",0.6772,1
"3233","understanding climate change s an for that","Y",1,0
"3234","climate change causes wolverine decline across canada","Y",0.665,0
"3235","wingers already claiming that the blizzard proves climate change t exist","Y",1,0
"3236","holy cow near blizzard conditions here in expecting plus inches of global warming today looks nasty out there","N",0.4377,1
"3237","ironic tidbit of the day senate global warming hearing canceled due to the blizzard","N",0.5128,1
"3238","snowstorm how global warming makes blizzards worse via","Y",1,0
"3239","d c snowstorm how global warming makes blizzards worse","Y",1,0
"3240","of global warming counting","N",0.6705,1
"3241","snow t disprove climate change","Y",0.6877,0
"3242","has anyone seen al poster nit wit for global warming","N",0.6731,1
"3243","after just overnight snow finally coming down hard just north of no global warming except no snow for winter olympics","N",0.6738,1
"3244","why won t drudge acknowledge the snow less global warming games about to kick off in","Y",1,0
"3245","magazine how global warming makes blizzards worse","Y",1,0
"3246","a lot of global warming coming down here on","Y",0.676,0
"3247","a lot of global warming coming down here on","Y",0.6835,0
"3248","global warming could affect winter olympics international olympic committee is beginning to worry about","Y",0.6527,0
"3249","are red violets are blue global warming causes so take some time and save the trees","Y",1,0
"3250","how global warming makes blizzards worse anyone with a scintilla of respect for leftist magazine you should not","Y",1,0
"3251","global warming alarmists meet record snowfall record snowfall meet global warming alarmists","N",1,1
"3252","another snowstorm what happened to global warming blizzards hit mid to new york who pat","Y",0.6642,0
"3253","can participants lead on climate change kerry graham drag feet on climate bill","Y",1,0
"3254","d c snowstorm how global warming makes blizzards worse another snowstorm what happened to global warming","Y",0.6728,0
"3255","al gore should be arrested for global warming scam how much did al take in forget the snow ball hit him with a shovel","N",1,1
"3256","it has been mild looks like our luck ran out global warming wins finally caught a real snowstorm whole inches thus far","N",0.6737,1
"3257","enough with the where s your global warming now with all of this snow cold as a joke getting old as serious comment idiotic","Y",1,0
"3258","d c snowstorm how global warming makes blizzards worse news","Y",1,0
"3259","ironic tidbit of the day senate global warming hearing canceled due to the blizzard","Y",0.7107,0
"3260","with climate change those who know most are most frightened with nuclear power those who know most are least frightened various","Y",1,0
"3261","climate group admits mistakes officials of the intergovernmental panel on climate change a united nations","N",0.6964,1
"3262","daily of climate change data to public website should be welcome news to global","Y",0.6617,0
"3263","invasive species and climate change","Y",0.654,0
"3264","and global warming with the occurrence of particularly strong snow storms that have hit the east","N",0.6922,1
"3265","waste money global warming turbines frozen in minnesota wind where is al gore","N",1,1
"3266","despite us creates climate service and pentagon says global warming is security energy","N",0.6671,1
"3267","d c snowstorm how global warming makes blizzards worse s scarcely any powder in while","Y",1,0
"3268","sean snow storms contradict climate change","N",1,1
"3269","free ahead of my time vis a vis global warming i am available for psychic reading","N",0.5124,1
"3270","he s busy with getting closed down while in chief announces global warming agency w workers off for snow","N",0.6706,1
"3271","d c snowstorm how global warming makes blizzards worse s scarcely any powder in while","Y",0.709,0
"3272","lords fear public is losing confidence in climate change science leading scientists in house of lords have warned","Y",0.4944,0
"3273","how do we solve this global warming thing","Y",1,0
"3274","snow storms al gore s hysterical global warming","N",0.6739,1
"3275","oh no snow to overreact and make incomprehensible global warming jokes","N",0.7021,1
"3276","shreds capitol hill to fight climate change big time events like the winter x games and the winter olympics","Y",0.7395,0
"3277","maybe the second snowstorm in a week is the universe sending climate change in the t a yes vote","N",0.6522,1
"3278","story of the vaporization of the great warming scandal global warming","N",0.701,1
"3279","if you re one of the of thousands without power from the blizzard and you voted for this global warming i m glad you re f d","N",1,1
"3280","climate change legislation buried under record snowfall snowfall has buried washington and along with","N",1,1
"3281","liked new shocker even the climate change hockey stick was flawed term hockey","N",0.6894,1
"3282","from climate change skeptics discredited new information suggests that a report criticizing data for","N",0.4959,1
"3283","ha global warming mockery video that includes recent photos of the great blizzard of","N",0.6537,1
"3284","green and global warming belief set is perhaps the epitome of egotism that we could be such a massive universal force","N",0.6363,1
"3285","climate change skeptics discredited from","Y",0.6686,0
"3286","climate change skeptics discredited c","Y",0.6609,0
"3287","about that whole climate change thing","N",0.3457,1
"3288","snow storms al gore s hysterical global warming","N",0.7119,1
"3289","global warming my major snowstorm within days","N",1,1
"3290","if you re one of the of thousands without power from the blizzard and you voted for this global warming i m glad you re f d","N",0.6978,1
"3291","story of the collapse of the great climate scam global warming","N",1,1
"3292","just posted european forests and carbon sequestration services an economic assessment of climate change impacts","Y",1,0
"3293","likens global warming studies to snake oil former alaska sarah called studies supporting","N",0.6876,1
"3294","re gonna be shoveling a lot of your global warming","N",1,1
"3295","peoples world is global warming a conspiracy concocted to destroy private property and freedom according to a","N",0.3813,1
"3296","quick al go say some needs a cause of global","N",1,1
"3297","on the subject of the epic scam that is global warming global warming council got snowed out","N",1,1
"3298","give s climate groupies come up with some hair brained excuse linking man made global warming with all the snow","N",1,1
"3299","so are freak is consistent w global warming say scientists","Y",1,0
"3300","on world wetland day study said climate change is desiccating us prairies and critical wetlands","Y",1,0
"3301","global warming effects on are varied and these effects can have a big impact on the entire world","Y",1,0
"3302","brain freeze conservative media still using winter weather to attack global warming","Y",0.7314,0
"3303","sec wants climate risks disclosed analysis opinion sec now sees climate change as a risk too","Y",1,0
"3304","climate change from accord to climate service","Y",0.7046,0
"3305","u s proposes new climate change service green energy","Y",0.6905,0
"3306","denial of global warming threat to the american pika means no protection from u s","Y",1,0
"3307","","Y",1,0
"3308","looking for a way to beat his own record and quadruple the deficit next year sets up new agency for global warming propaganda","N",1,1
"3309","or how about going to keep snowing in global climate change is real","Y",1,0
"3310","global warming monitoring needs to find missing heat say scientists by david adam experts need to beef up ways","Y",1,0
"3311","makes the case for cap and trade climate change building a green economy","Y",1,0
"3312","climate change causes wolverine decline across canada","Y",0.697,0
"3313","sloan feed how would climate change influence society in the century describes the k","Y",0.6549,0
"3314","study assesses effects of earlier springs more than reasons to stop global warming green","Y",1,0
"3315","you james from for a great session on climate change and the un","Y",1,0
"3316","agreed ok still pushing health care amazing not as amazing as new global warming office","N",1,1
"3317","senator s family builds igloo to mock global warming","N",0.6885,1
"3318","i likes it raw senator s family builds igloo to mock global warming","N",1,1
"3319","blames venezuela s basic human needs on el and global warming","Y",0.6766,0
"3320","blames venezuela s basic human needs on el and global warming","Y",0.6585,0
"3321","loss of faith in climate change science surveys show increase in number of people who believe claims are","N",0.6688,1
"3322","what s a cheap easy way to curb climate change seal the leaks industrial news press release u","Y",1,0
"3323","queens college geologist journeys to to study global warming","Y",1,0
"3324","you should tweet climate change is a massive fraud and lie stuff it s funnier and actually truthful","N",0.7386,1
"3325","what s that smell oh it s climate change","Y",0.6456,0
"3326","climate change global hoax","N",1,1
"3327","harris gender climate change the un","Y",1,0
"3328","it s called global warming but it should be called climate flux inches of snow in over in yay coat the cities white","Y",0.6435,0
"3329","u n climate panel chief face credibility siege","N",0.6702,1
"3330","excellent british film about climate change age of stupid is america saturday on discovery channel planet green","Y",0.6815,0
"3331","t workers get day off yesterday due to blizzard on same day in chief announces global warming agency","N",1,1
"3332","fyi global warming er global cooling whatever is effecting economic indicators the delivery of them out of washington that is","N",0.6161,1
"3333","new federal climate change agency forming environment","Y",1,0
"3334","global warming faster a","Y",0.696,0
"3335","global warming faster a","Y",1,0
"3336","well god for global warming or washington would get more snow","Y",0.6389,0
"3337","at the recent climate change summit so meeting with the lama","N",0.6695,1
"3338","inches of snow in washington al gore blames it on global warming","Y",0.4824,0
"3339","new york queens college geologist journeys to to study global warming","Y",0.6618,0
"3340","most truth of all climate change indigenous","Y",0.7116,0
"3341","james from is speaking to american university students about climate change and the united nations","Y",0.6475,0
"3342","how do we solve this global warming thing","Y",1,0
"3343","solar energy can be used to combat climate change experts solar energy can be","Y",1,0
"3344","okay democrats you promised me global warming if i don t get it soon i m voting in november","N",0.6849,1
"3345","i m bout to start random fires all over the place to speed up this global warming shit my carbon footprint be bananas","N",0.651,1
"3346","scientists say storm t refute global warming global warming may be the last thing on the","Y",1,0
"3347","of the day maybe t read the memo yet but global warming has come un","N",0.679,1
"3348","a new federal agency to study global warming just stop already","N",1,1
"3349","ever to global warming i could use a lil bit of that right now","N",0.6708,1
"3350","likens global warming studies to snake oil said california s heavy regulatory environment makes it","N",0.6495,1
"3351","administration proposes new agency to study and report on global warming washing administration on","Y",1,0
"3352","likens global warming studies snake oil calif former alaska","N",0.6646,1
"3353","climate change is more accurate","Y",0.6958,0
"3354","spending new federal climate change agency the leftists think we re stupid","N",0.6939,1
"3355","new federal office for global warming","Y",0.7128,0
"3356","global warming studies snake oil former alaska sarah called studies supporting global climate","N",0.6658,1
"3357","change to public demand for climate change information national oceanic and ai","Y",0.6777,0
"3358","change public demand for","Y",1,0
"3359","leads the way in addressing poverty open society climate change","Y",1,0
"3360","just the allocation of implications for climate change","Y",1,0
"3361","commentary case for climate change must upwards commentary was","Y",0.6377,0
"3362","global warming an olympic worry global warming is starting to worry the international","Y",1,0
"3363","global warming has been highly overrated south of this year which is","Y",0.6497,0
"3364","anatomy of the collapse of the great warming scandal global warming","N",1,1
"3365","spring begins almost two weeks earlier due to global warming say scientists animals and plants in the are","Y",0.6466,0
"3366","no time to put climate science on ice science of climate change has been on the defensive in recent weeks","Y",0.349,0
"3367","to provide info on global warming administration monday proposed a new national oceanic and","Y",0.676,0
"3368","creating new climate change agency","Y",0.6866,0
"3369","dear stupid people storms no global warming you re stupid love shut up","N",0.6795,1
"3370","still orchestrating campaign to undermine public acceptance of global warming via","Y",1,0
"3371","climate change for cat tea should be framed as more extreme weather events need passive","Y",1,0
"3372","neutral last hope for climate change legislation","Y",0.6521,0
"3373","neutral last hope for climate change legislation","Y",0.7006,0
"3374","neutral last hope for climate change legislation","Y",0.6435,0
"3375","neutral last hope for climate change legislation","Y",1,0
"3376","o is the us doing enough to stop global warming presumption","Y",0.6718,0
"3377","storms prove global warming is just a liberal plot to raise taxes snow is not warm proves it","N",1,1
"3378","is no man made climate crisis global warming is a hoax environmentalists p","N",1,1
"3379","strange how the more tries to kick start congress the more it snows maybe is the cure for global warming","N",1,1
"3380","water at core of climate change impacts article","Y",0.6522,0
"3381","nitwit in chief forms t global warming agency announced today but few media able to report as follows blizzard","Y",0.3596,0
"3382","chilling effect cooling heated rhetoric on global warming energy and environment around the","Y",1,0
"3383","green peoples world climate change earth america","Y",0.7224,0
"3384","get the facts about global warming can make an news today","Y",0.6467,0
"3385","people put onto explain climate change should know how to explain it","N",0.6933,1
"3386","u s fish and wildlife service says pika not imperiled by climate change administration has determined","Y",0.78,0
"3387","u s fish and wildlife service says pika not imperiled by climate change","Y",0.6628,0
"3388","o fishery managers new federal climate change agency forming","Y",1,0
"3389","global warming may warrant new","Y",1,0
"3390","i really think that conservatives do get the global climate change thing it s just that they never admit that they re wrong","Y",1,0
"3391","s why global warming is another one of those phrases that should be eliminated purposely used to mislead now","N",0.7726,1
"3392","hey wow new federal climate change agency announced","Y",1,0
"3393","hey wow new federal climate change agency announced","Y",0.6472,0
"3394","sec guidance on climate change posted to","Y",0.643,0
"3395","supporters far less informed about climate change than general public","Y",1,0
"3396","kim climate change plus west coast","Y",0.6591,0
"3397","hey wow new federal climate change agency announced","Y",0.6655,0
"3398","might be something to this global warming jazz people are talking about","Y",0.6504,0
"3399","peter m robinson you global warming manufactured by intellectuals","N",0.6818,1
"3400","disclosing the real risks of climate change","Y",1,0
"3401","administration forms climate service a new agency to study and report on global warming","Y",0.6563,0
"3402","administration forms climate service a new agency to study and report on global warming waste more","N",0.6838,1
"3403","call al gore he will come help shovel u out from global warming","N",0.6723,1
"3404","green peoples world climate change earth america","Y",0.6402,0
"3405","any chance of some global warming","N",0.3529,1
"3406","i a funny politics global global warming spoof","N",0.6774,1
"3407","i love how the scientific community claims to know all by knowing nothing global warming and this autism vaccine garbage is more of this","N",0.6786,1
"3408","what would all the beneficiaries of the global warming hype do if they find out that humans have little to do with the earth s temp","N",1,1
"3409","scientist s novel proves climate change is for sex","N",0.6832,1
"3410","un defends conclusions of landmark climate change report un news","Y",1,0
"3411","leads the way in addressing poverty open society climate change","Y",0.6781,0
"3412","protein might help fight global warming den university of say","Y",1,0
"3413","s marine paradise hit by global warming yachtsman s wildlife ocean paradise of the","Y",0.6549,0
"3414","arctic climate changing fast climate change is transforming the arctic environment faster than expected and","Y",1,0
"3415","george clean energy jobs act vital to reduce global warming create jobs cut pollution dear editor i","Y",1,0
"3416","","Y",0.6653,0
"3417","economic and social consequences of global warming health hazards o","Y",1,0
"3418","after blizzard mid states targeted for several more inches of global warming","Y",0.5062,0
"3419","climate change is forcing arctic changes faster than expected be more specific it causing changes in the","Y",1,0
"3420","bad science bad politics o global warming","N",1,1
"3421","looks like audi is signing this global warming conspiracy","N",1,1
"3422","audi s green police spot just scared the more paranoid global warming t real people of america","Y",0.6738,0
"3423","addressing global warming coal workers for green jobs","Y",1,0
"3424","brits start to doubt global warming via","N",0.6748,1
"3425","david gershon empowering a climate change movement part instead of cursing the dark light a candle","Y",1,0
"3426","s latest climate change blunder boldly go where no stupidity has gone before","N",1,1
"3427","can t finish their report on global warming because it was there is too much snow to go to work","N",0.6808,1
"3428","scam scam scam parliament warming hysteria","N",1,1
"3429","addressing global warming coal workers for green jobs","Y",0.7032,0
"3430","mary ellen and john addressing global warming coal workers for green jobs","Y",1,0
"3431","mary ellen and john addressing global warming coal workers for green jobs when congress","Y",0.6608,0
"3432","further it s not scientists disagreeing vast majority of scientists accepts the reality of climate change","Y",1,0
"3433","australian drought linked to climate change more snow in e less rain in climate","Y",1,0
"3434","washington has record winter months ago predicted because of global warming there","Y",0.4925,0
"3435","public loses faith in climate change science after leaked scandal guardian loses","N",0.6623,1
"3436","wednesday get your global warming get it now","Y",0.6413,0
"3437","it may not be global warming but","Y",0.6935,0
"3438","months ago global warming means no snow or cold in washington examiner via","N",0.691,1
"3439","olympics desperate for climate change","Y",0.3448,0
"3440","global warming movement t require credibility it s based on science denials are not and lack same weight","Y",1,0
"3441","olympics desperate for climate change","Y",0.6333,0
"3442","olympics desperate for climate change","Y",0.6624,0
"3443","olympics desperate for climate change","Y",0.6942,0
"3444","california s global warming law under attack","Y",1,0
"3445","great global warming collapse globe and mail","Y",0.6519,0
"3446","it warming hoax is in what will","N",1,1
"3447","global warming real in new york but big scam in","N",0.6482,1
"3448","says country will face problems due to global warming eminent social worker","Y",1,0
"3449","i m sick of hearing global warming crap it s a natural thing if we t exist it d happen anyway","N",1,1
"3450","global warming movement as we have known it is dead","N",1,1
"3451","p stop global global warming collapse","Y",0.6397,0
"3452","global warming phenomenon climate plays a far more important role in economic development","Y",1,0
"3453","in part of our warming shall we","Y",1,0
"3454","state of the planet conference connecting voices globally to meet the challenges of climate change poverty","Y",0.7798,0
"3455","utah state climate change is","N",0.6293,1
"3456","california s global warming law under attack politicians and conservative activists are launching a ba","Y",0.5382,0
"3457","how s that global warming treating you anyone seen al gore photo shows record breaking snow in maryland","N",0.8023,1
"3458","global warming is man made top un official reaffirms jan great weight of science st","Y",1,0
"3459","leftist olympic desperate for climate change it s no surprise outbid everyone for olympics","N",0.641,1
"3460","british conservatives move away from climate change as election nears","N",0.6736,1
"3461","challenges climate change data much of current global warming theory is based on distortions of scientific","N",1,1
"3462","peoples world conference on climate change and mother earth","Y",1,0
"3463","despite the sceptics climate change must remain a priority via","Y",1,0
"3464","who are the political elites editors of for bush on iraqi members of congress denying climate change","Y",0.8443,0
"3465","un climate scientist defends report a united nations scientist struck back at climate change critics","Y",0.6642,0
"3466","global warming is suspended due to the cold weather","N",0.8369,1
"3467","olympic organizers desperate for climate change breaking","Y",0.6533,0
"3468","holds fire ritual to prevent global warming by a large number of","Y",1,0
"3469","censored news peoples world conference on climate change and mother earth","Y",1,0
"3470","is global warming a plot mm i just love conspiracy theories and so apparently does mike noel","N",0.6499,1
"3471","for all you al global his ass and get your money back","N",1,1
"3472","climate change impacts and vulnerability","Y",1,0
"3473","house of peers by mark as jonah and i have written here previously climate change is not only a","Y",0.5716,0
"3474","if global warming is it cold","N",1,1
"3475","un environment official defends conclusions of landmark climate change report un news centre february","Y",1,0
"3476","atmospheric carbon dioxide that is causing climate change is also negatively affecting the marine environment","Y",1,0
"3477","for those who believe global warming is in progress please bring your warming to my front yard i can t see out over the snow drifts","N",1,1
"3478","the always finds a way to push its agenda two crippling snowstorms in one month are in line with global","Y",1,0
"3479","some global warming huh you were all lied to by al gore he duped you","N",1,1
"3480","i that can someone call the al gore and ask him for make turn the global warming back on","N",1,1
"3481","utah state climate change is b","N",1,1
"3482","global warming just made hell a little hotter","N",0.63,1
"3483","just slightly staying warm today in the global warming here","N",0.6594,1
"3484","is climate change hiding the decline of maple syrup burning of fossil fuels such as coal and oil releases","Y",0.7973,0
"3485","great global warming collapse","N",0.7133,1
"3486","climate change deal marks an essential beginning ban says un news centre","Y",0.6376,0
"3487","paper great global warming collapse breaking","N",1,1
"3488","can someone call the al gore and ask him for make turn the global warming back on","Y",0.6986,0
"3489","utah state representative claims climate change is a conspiracy aimed at","N",0.5324,1
"3490","to put the brakes on climate change and us up this q climate green","Y",0.6695,0
"3491","i don t understand that it only snowed in parts of t even touch the global warming man","N",0.6726,1
"3492","climate change impacts and vulnerability","Y",1,0
"3493","well lisa looks like i be shoveling four feet of global warming tomorrow homer","N",1,1
"3494","on the radio well this blizzard proves global warming is a fraud no it fucking t","Y",0.681,0
"3495","no snow at all here in northern near must be a pocket of climate change","Y",0.6689,0
"3496","tell me global warming be a topic ha ha","N",0.6066,1
"3497","where s that global warming deep freeze here","N",0.6749,1
"3498","where is al gore to explain it snows this heavily as a sign global warming is imminent not","N",0.6734,1
"3499","according toit s snowing so al gore must be fat or something it s global you might want to look that up","Y",1,0
"3500","dear mr gore would you mind helping to shovel the inches of global warming in","N",0.6838,1
"3501","dear mr gore would you mind helping to shovel the inches of global warming in","N",0.643,1
"3502","mocks global warming since you know it s snowing t","N",0.6602,1
"3503","global warming causes a change in all patterns of weather including warmth snow and rain","Y",1,0
"3504","great piece on the challenges of communicating climate change energy vi","Y",0.6646,0
"3505","s green mall aims to reverse global warming by green is in and a mall","Y",0.6756,0
"3506","saving endangered species due to hotels poaching of eggs accidental snaring in nets and global warming","Y",0.6411,0
"3507","great global warming collapse as the science scandals keep coming the air has gone out of the climate change","N",0.6606,1
"3508","links climate change causes wolverine decline across canada physicist discovers how","Y",1,0
"3509","a green birthday gift plant trees for in region strategically selected to offset global warming","Y",1,0
"3510","for continuing to push a climate change bill that has absolutely no credible scientific backing","N",0.7079,1
"3511","jersey shore global warming alert","Y",0.3522,0
"3512","global warming climate change unicorns are crazy things don t try to understand your betters will tell you the truth em","N",0.6674,1
"3513","just a note from the great jersey shore we re a good heap of global warming at a inch an hour al","N",0.6228,1
"3514","maybe it s an ironic by product of global warming new southern snow belt","Y",1,0
"3515","oh wow global warming sure is in full force","Y",0.4761,0
"3516","","Y",0.7127,0
"3517","ma am i m drunk the global warming fiasco that is happening as we speak in my backyard i love snow climate change","N",0.3743,1
"3518","free climate change loonies standard examiner still the letters from tho","N",0.6469,1
"3519","scientists refute utah committee s global warming state lawmakers are finding themselves in an","N",0.6509,1
"3520","the snow should be blamed on global warming i mean global cooling i mean oh you know it s all bull anyway","N",1,1
"3521","snow in i thought with global warming i was all set but looks like i will have to go back to the double shorts setup","N",0.6698,1
"3522","change as material","Y",1,0
"3523","change as material","Y",0.6668,0
"3524","change as material","Y",1,0
"3525","can t finish their report on global warming because it was there is too much snow to go to work","Y",0.6978,0
"3526","can t finish their report on global warming because it was there is too much snow to go to work","Y",0.6231,0
"3527","should tie a liberal global warming scum to front of every snowplow in and drag morons who voted for them behind it","N",1,1
"3528","should tie a liberal global warming scum to front of every snowplow in and drag morons who voted for them behind it","N",1,1
"3529","climate change great unraveling","N",0.6689,1
"3530","economics must align with climate change energy","Y",1,0
"3531","global warming is killing canadian wolverine","Y",1,0
"3532","s just wrong as i told who lives in hawaii is a climate change offense","Y",0.6722,0
"3533","is climate change hiding the decline of maple syrup","Y",0.6531,0
"3534","still t comprehend weather climate uses blizzard to lie about climate change","Y",1,0
"3535","arctic climate changing faster than expected climate change is transforming the arctic e","Y",1,0
"3536","global warming put off until july","N",0.634,1
"3537","check out the most popular video educational video on the environment global warming poverty you watch it now","Y",0.6402,0
"3538","prince charles on climate change global warming skeptics are all liars","Y",0.6025,0
"3539","prince charles on climate change global warming skeptics are all liars","Y",1,0
"3540","british public has become increasingly about climate change news","N",1,1
"3541","global warming p study says arctic ice melt to cost global economy","Y",0.6858,0
"3542","important video to watch laurie green guide to stop global warming green","Y",1,0
"3543","climate change fraud india forms new climate change body","N",0.6682,1
"3544","scam scam scam parliament warming hysteria","N",1,1
"3545","scam scam scam parliament warming hysteria","N",1,1
"3546","can increase the global warming impacts on the earth","Y",1,0
"3547","gridlock facts brushed over by global warming fanatics o","N",0.5288,1
"3548","wolverine no match for climate change forget polar bears or penguins charismatic suffering most","Y",1,0
"3549","if climate aid won t be additional harder to imagine a true global carbon deal warming becomes one more global development problem","Y",0.6876,0
"3550","brilliant i think we can all agree this disaster proves once and for all that global warming t exist","N",1,1
"3551","indigenous knowledge global warming stephen","Y",0.6723,0
"3552","global warming activist freezes to death in","N",0.6839,1
"3553","i think we can all agree this disaster proves once and for all that global warming t exist via","N",1,1
"3554","another driven scientific panic sounds a lot like global warming","N",0.6518,1
"3555","virginia snow means no global warming party speaker diversity is evil","Y",0.6717,0
"3556","new facility expected to clarify responses to climate change doe laboratory","Y",1,0
"3557","certainty on the science of climate change a wait and see policy on climate change observed center for","Y",1,0
"3558","virginia uses snow to mock climate change and attack cap and trade","N",0.6792,1
"3559","positive proof of global warming","Y",1,0
"3560","positive proof of global warming","Y",1,0
"3561","something must be done moderate increase in global warming will wipe out many species wildlife green nature","Y",1,0
"3562","climate change myths and defends accord","Y",0.6467,0
"3563","china fucked with us in climate change i say let them go to hell","Y",0.7267,0
"3564","hey global warming not insert your location which happens to be unseasonably cold for seconds warming oh meant","Y",0.6574,0
"3565","laurence climate change suits should be dismissed under political question doctrine","N",0.5214,1
"3566","insists science behind global warming remains totally valid new un inter governmental","Y",1,0
"3567","insists science behind global warming remains totally valid new un inter governmental","Y",0.6348,0
"3568","insists science behind global warming remains totally valid new un inter governmental","Y",1,0
"3569","what s a cheap easy way to curb climate change seal the leaks web press release p","Y",0.6707,0
"3570","africa and global warming a group group whose spokes person is ethiopian leader","Y",0.6336,0
"3571","africa africa and global warming a group group whose spokes person is ethiopian l africa","Y",1,0
"3572","yeah it be a hell of a snow storm what happened to global warming with luck it will by pass","N",0.6657,1
"3573","officials back climate change science at talks news new zealand back climate change s","Y",1,0
"3574","officials defend climate science officials at un led talks in india insist climate change science is still very","Y",1,0
"3575","ad targets sen climate stand stop global warming","Y",0.6462,0
"3576","global warming in the hot seat by keith in november hackers released of thousands of","N",1,1
"3577","global warming in the hot seat by keith in november hackers released of thousands of","N",0.659,1
"3578","climate change a scam to curb global population utah legislator says fact check of proposed","N",1,1
"3579","greens i was worse than a child abuser o global warming swindle","N",0.7001,1
"3580","global climate yes its still warming climate scientists","Y",1,0
"3581","utah lawmaker mike noel targets global warming lawsuits a utah legislator who is one of the most ardent critics","N",0.6772,1
"3582","news how to talk to your friends about climate change i have found solace in the words of and many other","Y",1,0
"3583","video fuel for climate change skeptics un s climate chief admitted scientists made mistakes in a major study","N",1,1
"3584","is not good news may cause even more global green","Y",1,0
"3585","enlisting a drug discovery technique in the battle against global warming scientists reporting that","Y",0.6639,0
"3586","federal agency denies endangered species protections for tiny pika climate change might be hurting some","Y",1,0
"3587","pika denied protection by u s fish and wildlife service salt lake climate change might be hurting some","Y",1,0
"3588","ensure the participation of indigenous peoples in un climate change policies","Y",1,0
"3589","pika denied protection by u s fish and wildlife service salt lake climate change might be hurting some","Y",1,0
"3590","climate change is leading to a decrease in canada s wolverine population which joke to make","Y",1,0
"3591","video fuel for climate change skeptics","N",1,1
"3592","by the way you tweet pro climate change and you don t care one way or the other","N",0.6977,1
"3593","video climate change is a clear and present danger christopher field d is the director of the department o","Y",1,0
"3594","mixed metaphors from global warming it s all about land use via","N",0.5348,1
"3595","reduce global warming global warming reduce global warming actually we do not require rad","Y",1,0
"3596","wondering if i am going to get stuck in due to the expected feet of snow where are you global warming","N",0.6549,1
"3597","green roof climate change mitigation data supports","Y",0.6721,0
"3598","house committee seeks to keep global warming laws out of utah utah lawmakers want to send a strong message to the","N",1,1
"3599","ignoring previous claims by experts attacks for citing climate change as national","Y",0.3434,0
"3600","great star billie jean king encourages everyone to take mass transit a great way to help fight climate change","Y",1,0
"3601","east coast is going to get pounded with snow again stupid global warming","N",0.6673,1
"3602","east coast is going to get pounded with snow again stupid global warming","N",0.6734,1
"3603","new on climate change indigenous peoples by","Y",1,0
"3604","ignoring previous claims by experts attacks for citing climate change as national","Y",0.672,0
"3605","for global warming ever hear of no","Y",1,0
"3606","under probably not unless it s used to tie up global warming deniers","Y",0.6553,0
"3607","ps now unions can promote climate change all the way election day how did climate change","Y",0.7144,0
"3608","have had break failures leading to a billion recall to slow global warming but t stop what a shame","Y",0.6768,0
"3609","africa continent gets u s billion to combat climate change","Y",1,0
"3610","africa continent gets u s billion to combat climate change developed countries have set","Y",1,0
"3611","africa continent gets u s billion to combat climate change developed countries have set africa","Y",0.6275,0
